Méthode,Axe,Valeur_propre,Pct_inertie
Classique,1,0.22030663991918517,9.913798796363329
Classique,2,0.15183574419052823,6.832608488573768
Benzécri,1,0.015090886631963587,75.82157100251635
Benzécri,2,0.0020990336702453993,10.546234581610902
